id,entidad,descripcion,monto,tipo,fecha
8357,Ministerio de Salud,Capacitación a personal administrativo,48296.34,Tecnología,2025-02-22
8358,Municipalidad,Impresión de materiales escolares,23286.93,Educación,2024-09-20
8359,Municipalidad,Consultoría para diseño de puente,33071.3,Servicios,2024-11-10
8360,EsSalud,Desarrollo de software educativo,32218.92,Ambiental,2025-02-06
8361,Gobierno Regional,Mantenimiento de carreteras nacionales,69657.01,Seguridad,2025-04-08
8362,EsSalud,Adquisición de medicamentos para hospitales,57709.92,Salud,2024-11-28
8363,Gobierno Local,Adquisición de uniformes policiales,10290.51,Infraestructura,2024-10-20
8364,Ministerio de Educación,Compra de luminarias LED para parques,36922.96,Tecnología,2024-12-21
8365,Ministerio de Agricultura,Instalación de cámaras de videovigilancia,76326.43,Servicios,2025-07-14
8366,SUNAT,Adquisición de uniformes policiales,60549.87,Seguridad,2024-08-24
8367,Ministerio del Interior,Contratación de servicios de limpieza,67059.34,Servicios,2025-07-05
8368,SUNAT,Adquisición de medicamentos para hospitales,61487.65,Infraestructura,2025-04-19
8369,Ministerio de Transporte,Compra de luminarias LED para parques,98792.92,Salud,2024-10-27
8370,Ministerio de Educación,Compra de equipos médicos de diagnóstico,57081.29,Seguridad,2024-09-16
8371,EsSalud,Contratación de servicios de limpieza,38419.32,Ambiental,2024-11-03
8372,Gobierno Regional,Capacitación a personal administrativo,22527.35,Tecnología,2025-04-06
8373,SUNAT,Mejoramiento de sistemas de riego agrícola,57488.28,Servicios,2025-01-19
8374,Ministerio del Interior,Mejoramiento de sistemas de riego agrícola,1000.0,Ambiental,2024-12-08
8375,Ministerio del Interior,Capacitación a personal administrativo,44471.33,Infraestructura,2024-08-09
8376,Ministerio de Transporte,Impresión de materiales escolares,43824.8,Educación,2024-10-07
8377,Ministerio de Transporte,Compra de luminarias LED para parques,9065.87,Infraestructura,2025-06-08
8378,Gobierno Regional,Adquisición de equipos de cómputo,22152.02,Tecnología,2024-11-19
8379,SUNAT,Adquisición de medicamentos para hospitales,74289.73,Salud,2025-03-19
8380,Ministerio de Salud,Recolección de residuos sólidos,56921.35,Ambiental,2024-09-19
8381,Ministerio del Interior,Adquisición de uniformes policiales,53053.65,Salud,2025-01-04
8382,Municipalidad,Impresión de materiales escolares,59190.43,Seguridad,2025-06-06
8383,Gobierno Local,Adquisición de medicamentos para hospitales,52778.83,Tecnología,2024-11-06
8384,Ministerio de Transporte,Desarrollo de software educativo,87285.88,Salud,2024-08-07
8385,Ministerio de Salud,Consultoría para diseño de puente,53702.88,Educación,2024-08-20
8386,SUNAT,Instalación de cámaras de videovigilancia,6253.61,Ambiental,2025-03-17
8387,Ministerio de Transporte,Mejoramiento de sistemas de riego agrícola,98903.9,Servicios,2025-06-04
8388,Ministerio de Salud,Adquisición de medicamentos para hospitales,61110.21,Seguridad,2025-04-29
8389,Municipalidad,Contratación de servicios de limpieza,32322.39,Infraestructura,2025-02-04
8390,Ministerio de Agricultura,Desarrollo de software educativo,12397.95,Educación,2025-04-28
8391,Ministerio de Transporte,Capacitación a personal administrativo,61877.43,Seguridad,2025-03-23
8392,Gobierno Local,Desarrollo de software educativo,46484.84,Seguridad,2024-10-03
8393,Municipalidad,Contratación de servicios de limpieza,97224.4,Salud,2024-12-26
8394,Ministerio de Educación,Compra de equipos médicos de diagnóstico,39622.78,Seguridad,2025-05-30
8395,Ministerio de Transporte,Impresión de materiales escolares,24878.58,Tecnología,2024-09-07
8396,Gobierno Regional,Adquisición de medicamentos para hospitales,76873.89,Servicios,2024-11-08
8397,Gobierno Local,Contratación de servicios de limpieza,77758.46,Educación,2024-10-04
8398,Ministerio de Salud,Desarrollo de software educativo,55059.54,Educación,2025-02-14
8399,Municipalidad,Instalación de cámaras de videovigilancia,70290.71,Tecnología,2024-09-08
8400,Gobierno Local,Capacitación a personal administrativo,48869.39,Ambiental,2025-04-27
8401,Ministerio del Interior,Desarrollo de software educativo,57015.95,Educación,2025-04-01
8402,Ministerio de Agricultura,Consultoría para diseño de puente,84949.73,Seguridad,2024-12-13
8403,EsSalud,Instalación de cámaras de videovigilancia,68759.55,Salud,2025-07-31
8404,EsSalud,Consultoría para diseño de puente,44921.77,Educación,2025-05-25
8405,SUNAT,Instalación de cámaras de videovigilancia,90570.88,Salud,2025-04-03
8406,Ministerio del Interior,Adquisición de uniformes policiales,1000.0,Educación,2024-08-27
8407,Ministerio de Agricultura,Adquisición de equipos de cómputo,111562.2,Servicios,2024-08-27
8408,Ministerio de Transporte,Adquisición de uniformes policiales,1000.0,Ambiental,2024-12-20
8409,Ministerio de Transporte,Catering para evento institucional,31187.22,Infraestructura,2025-04-11
8410,SUNAT,Recolección de residuos sólidos,48772.47,Salud,2024-10-02
8411,SUNAT,Consultoría para diseño de puente,45605.58,Educación,2025-05-03
8412,Municipalidad,Compra de equipos médicos de diagnóstico,80192.33,Infraestructura,2025-02-28
8413,Gobierno Regional,Desarrollo de software educativo,18264.9,Servicios,2025-06-07
8414,Ministerio del Interior,Catering para evento institucional,57823.0,Infraestructura,2024-09-14
8415,Ministerio de Agricultura,Instalación de cámaras de videovigilancia,32653.64,Educación,2024-09-21
8416,Gobierno Local,Recolección de residuos sólidos,58854.23,Educación,2025-02-09
8417,Gobierno Local,Mejoramiento de sistemas de riego agrícola,48056.83,Salud,2024-11-02
8418,Gobierno Local,Consultoría para diseño de puente,52788.07,Tecnología,2024-12-05
8419,Ministerio de Salud,Mantenimiento de carreteras nacionales,33502.26,Seguridad,2025-03-08
8420,Municipalidad,Catering para evento institucional,34698.08,Ambiental,2025-06-06
8421,Gobierno Regional,Adquisición de medicamentos para hospitales,58618.18,Infraestructura,2025-04-11
8422,SUNAT,Adquisición de medicamentos para hospitales,78311.47,Educación,2025-05-24
8423,SUNAT,Capacitación a personal administrativo,32051.62,Educación,2024-12-16
8424,Gobierno Regional,Mantenimiento de carreteras nacionales,23936.97,Salud,2025-06-12
8425,Ministerio del Interior,Adquisición de medicamentos para hospitales,68403.8,Tecnología,2025-07-16
8426,Gobierno Regional,Instalación de cámaras de videovigilancia,49024.88,Seguridad,2025-01-21
8427,Ministerio de Salud,Instalación de cámaras de videovigilancia,74914.94,Tecnología,2025-05-15
8428,Municipalidad,Mantenimiento de carreteras nacionales,22826.08,Tecnología,2024-10-17
8429,Ministerio de Agricultura,Desarrollo de software educativo,1000.0,Salud,2024-08-12
8430,EsSalud,Impresión de materiales escolares,34009.88,Seguridad,2025-04-28
8431,Gobierno Local,Contratación de servicios de limpieza,27009.42,Educación,2024-12-28
8432,Gobierno Local,Compra de luminarias LED para parques,47636.35,Tecnología,2024-12-21
8433,Gobierno Local,Consultoría para diseño de puente,30894.64,Infraestructura,2025-05-12
8434,Ministerio de Transporte,Mantenimiento de carreteras nacionales,72230.51,Ambiental,2024-09-25
8435,Ministerio de Salud,Adquisición de equipos de cómputo,41355.49,Tecnología,2024-11-09
8436,Ministerio de Agricultura,Compra de luminarias LED para parques,54514.23,Seguridad,2025-07-19
8437,Gobierno Local,Recolección de residuos sólidos,54729.04,Seguridad,2024-08-19
8438,Ministerio de Agricultura,Adquisición de medicamentos para hospitales,55848.65,Tecnología,2025-02-08
8439,Ministerio de Transporte,Compra de luminarias LED para parques,49276.13,Ambiental,2025-05-05
8440,Municipalidad,Recolección de residuos sólidos,65318.02,Educación,2025-01-20
8441,Gobierno Regional,Catering para evento institucional,26130.35,Tecnología,2025-03-09
8442,Ministerio de Transporte,Consultoría para diseño de puente,91982.54,Servicios,2024-11-26
8443,Ministerio de Agricultura,Compra de luminarias LED para parques,42903.88,Seguridad,2025-03-02
8444,EsSalud,Contratación de servicios de limpieza,10653.53,Ambiental,2025-05-01
8445,Ministerio de Agricultura,Impresión de materiales escolares,55642.2,Ambiental,2025-02-10
8446,Ministerio de Salud,Compra de luminarias LED para parques,24464.59,Infraestructura,2024-10-16
8447,Ministerio de Salud,Desarrollo de software educativo,69960.04,Salud,2025-03-12
8448,Municipalidad,Compra de luminarias LED para parques,116288.17,Salud,2024-10-15
8449,Ministerio del Interior,Consultoría para diseño de puente,26402.84,Servicios,2025-03-03
8450,SUNAT,Instalación de cámaras de videovigilancia,59971.17,Salud,2024-12-17
8451,Gobierno Regional,Capacitación a personal administrativo,1000.0,Infraestructura,2024-12-07
8452,Ministerio del Interior,Contratación de servicios de limpieza,63617.16,Salud,2025-05-15
8453,Municipalidad,Contratación de servicios de limpieza,23428.59,Ambiental,2025-02-01
8454,Ministerio de Transporte,Desarrollo de software educativo,31254.96,Seguridad,2024-11-18
8455,Ministerio de Transporte,Mejoramiento de sistemas de riego agrícola,16961.41,Infraestructura,2025-07-06
8456,Ministerio de Agricultura,Mejoramiento de sistemas de riego agrícola,71964.54,Ambiental,2025-06-22
8457,Gobierno Local,Recolección de residuos sólidos,80219.13,Tecnología,2025-03-24
8458,Gobierno Regional,Contratación de servicios de limpieza,50701.56,Seguridad,2025-07-25
8459,Ministerio del Interior,Compra de luminarias LED para parques,24067.2,Educación,2025-07-04
8460,Gobierno Regional,Consultoría para diseño de puente,97685.69,Seguridad,2025-03-07
8461,Ministerio del Interior,Contratación de servicios de limpieza,27487.7,Seguridad,2024-10-05
8462,SUNAT,Instalación de cámaras de videovigilancia,1000.0,Seguridad,2024-08-30
8463,Ministerio de Salud,Recolección de residuos sólidos,63751.67,Salud,2025-02-26
8464,Gobierno Local,Impresión de materiales escolares,16856.76,Infraestructura,2024-10-03
8465,Ministerio de Transporte,Recolección de residuos sólidos,79658.26,Tecnología,2025-01-25
8466,Ministerio de Transporte,Desarrollo de software educativo,38565.87,Educación,2024-11-26
8467,Ministerio del Interior,Mantenimiento de carreteras nacionales,68111.4,Servicios,2025-06-18
8468,Ministerio del Interior,Adquisición de medicamentos para hospitales,92045.01,Ambiental,2024-11-14
8469,Ministerio de Agricultura,Instalación de cámaras de videovigilancia,13734.23,Infraestructura,2025-03-02
8470,Gobierno Regional,Consultoría para diseño de puente,33021.89,Servicios,2024-12-24
8471,Ministerio de Agricultura,Compra de luminarias LED para parques,47729.87,Infraestructura,2025-01-27
8472,Ministerio de Educación,Adquisición de equipos de cómputo,96126.54,Ambiental,2024-08-04
8473,Ministerio de Educación,Mantenimiento de carreteras nacionales,30248.52,Tecnología,2025-06-01
8474,SUNAT,Contratación de servicios de limpieza,32164.89,Tecnología,2025-04-08
8475,Ministerio del Interior,Catering para evento institucional,64344.22,Servicios,2025-02-16
8476,Ministerio de Salud,Mejoramiento de sistemas de riego agrícola,32683.14,Educación,2024-12-29
8477,Ministerio del Interior,Adquisición de equipos de cómputo,54575.78,Seguridad,2025-05-15
8478,Municipalidad,Capacitación a personal administrativo,3453.88,Educación,2024-10-15
8479,Ministerio del Interior,Adquisición de uniformes policiales,116429.9,Educación,2025-07-12
8480,EsSalud,Adquisición de equipos de cómputo,9568.72,Servicios,2024-08-11
8481,Gobierno Local,Adquisición de uniformes policiales,40347.42,Salud,2025-04-01
8482,Municipalidad,Consultoría para diseño de puente,49025.57,Educación,2025-07-02
8483,Municipalidad,Catering para evento institucional,107380.64,Salud,2024-12-23
8484,SUNAT,Adquisición de medicamentos para hospitales,10254.63,Infraestructura,2025-06-01
8485,Ministerio de Agricultura,Impresión de materiales escolares,109511.12,Salud,2025-04-01
8486,Ministerio del Interior,Catering para evento institucional,72715.3,Infraestructura,2024-11-04
8487,Ministerio de Educación,Contratación de servicios de limpieza,62512.86,Tecnología,2024-12-06
8488,EsSalud,Capacitación a personal administrativo,20460.99,Seguridad,2025-05-11
8489,Ministerio del Interior,Recolección de residuos sólidos,67134.24,Educación,2024-08-28
8490,Ministerio de Agricultura,Catering para evento institucional,28295.4,Salud,2025-04-16
8491,Ministerio de Agricultura,Contratación de servicios de limpieza,87999.84,Tecnología,2025-03-01
8492,EsSalud,Recolección de residuos sólidos,20868.14,Educación,2025-06-18
8493,Ministerio del Interior,Compra de luminarias LED para parques,46605.25,Seguridad,2025-01-01
8494,Ministerio de Agricultura,Compra de equipos médicos de diagnóstico,33341.81,Educación,2024-10-16
8495,Ministerio de Salud,Mejoramiento de sistemas de riego agrícola,20374.31,Ambiental,2025-02-23
8496,Gobierno Regional,Recolección de residuos sólidos,72239.59,Ambiental,2025-04-26
8497,SUNAT,Catering para evento institucional,66063.76,Tecnología,2025-02-13
8498,Ministerio de Agricultura,Consultoría para diseño de puente,86270.31,Educación,2025-05-28
8499,Gobierno Local,Mantenimiento de carreteras nacionales,1000.0,Ambiental,2025-03-06
8500,Ministerio de Salud,Contratación de servicios de limpieza,81925.12,Tecnología,2024-10-02
8501,Ministerio de Transporte,Mantenimiento de carreteras nacionales,125163.47,Servicios,2025-03-30
8502,Ministerio de Transporte,Compra de equipos médicos de diagnóstico,36450.77,Tecnología,2024-11-21
8503,Ministerio de Transporte,Contratación de servicios de limpieza,106854.46,Tecnología,2024-12-07
8504,EsSalud,Impresión de materiales escolares,42105.16,Seguridad,2025-01-10
8505,Gobierno Local,Instalación de cámaras de videovigilancia,8827.71,Tecnología,2025-04-09
8506,Gobierno Regional,Capacitación a personal administrativo,40831.03,Tecnología,2024-12-07
8507,EsSalud,Adquisición de equipos de cómputo,81446.12,Ambiental,2024-09-15
8508,Ministerio de Transporte,Compra de equipos médicos de diagnóstico,24854.71,Infraestructura,2024-09-10
8509,SUNAT,Adquisición de equipos de cómputo,31989.84,Ambiental,2025-02-23
8510,Ministerio de Salud,Impresión de materiales escolares,67806.18,Infraestructura,2025-04-16
8511,EsSalud,Adquisición de medicamentos para hospitales,50091.8,Servicios,2024-08-29
8512,Ministerio de Educación,Compra de luminarias LED para parques,67538.69,Educación,2024-08-21
8513,Ministerio de Transporte,Adquisición de uniformes policiales,57134.89,Servicios,2025-06-24
8514,Ministerio de Salud,Mejoramiento de sistemas de riego agrícola,64388.76,Infraestructura,2025-08-03
8515,Ministerio de Educación,Mejoramiento de sistemas de riego agrícola,37030.96,Servicios,2024-09-23
8516,Municipalidad,Consultoría para diseño de puente,56951.93,Infraestructura,2024-10-12
8517,Municipalidad,Mantenimiento de carreteras nacionales,22178.81,Educación,2025-07-09
8518,Ministerio de Transporte,Adquisición de uniformes policiales,88653.01,Servicios,2024-08-16
8519,Ministerio de Salud,Capacitación a personal administrativo,30971.76,Infraestructura,2024-10-21
8520,Municipalidad,Recolección de residuos sólidos,83865.42,Salud,2024-09-14
8521,Gobierno Local,Adquisición de uniformes policiales,42991.79,Ambiental,2025-02-08
8522,Ministerio de Transporte,Consultoría para diseño de puente,56059.97,Tecnología,2024-10-17
8523,SUNAT,Mejoramiento de sistemas de riego agrícola,35151.06,Seguridad,2024-09-11
8524,Ministerio de Transporte,Desarrollo de software educativo,19520.14,Educación,2024-08-16
8525,Gobierno Regional,Adquisición de equipos de cómputo,1000.0,Servicios,2025-03-13
8526,Gobierno Local,Compra de luminarias LED para parques,18340.28,Educación,2025-04-10
8527,Ministerio de Agricultura,Instalación de cámaras de videovigilancia,40282.73,Salud,2025-06-24
8528,Ministerio de Agricultura,Compra de luminarias LED para parques,56356.38,Seguridad,2025-01-01
8529,Ministerio de Salud,Capacitación a personal administrativo,80311.38,Ambiental,2025-04-16
8530,SUNAT,Capacitación a personal administrativo,36627.28,Educación,2025-02-10
8531,Gobierno Regional,Mantenimiento de carreteras nacionales,23541.18,Servicios,2025-02-24
8532,Ministerio de Transporte,Consultoría para diseño de puente,6718.56,Servicios,2025-04-03
8533,Ministerio del Interior,Compra de luminarias LED para parques,64401.91,Tecnología,2025-05-03
8534,Ministerio de Transporte,Desarrollo de software educativo,91495.84,Infraestructura,2025-03-21
8535,Ministerio de Educación,Contratación de servicios de limpieza,87989.91,Infraestructura,2024-11-11
8536,Ministerio del Interior,Instalación de cámaras de videovigilancia,71297.98,Ambiental,2024-08-23
8537,Municipalidad,Compra de luminarias LED para parques,69156.3,Ambiental,2024-12-24
8538,Gobierno Local,Instalación de cámaras de videovigilancia,100928.71,Educación,2024-10-28
8539,Gobierno Local,Desarrollo de software educativo,59962.44,Infraestructura,2025-03-27
8540,Gobierno Local,Adquisición de uniformes policiales,69383.89,Seguridad,2025-05-09
8541,Gobierno Local,Compra de luminarias LED para parques,40376.48,Ambiental,2024-08-31
8542,Municipalidad,Mejoramiento de sistemas de riego agrícola,9138.7,Educación,2024-08-09
8543,Ministerio del Interior,Contratación de servicios de limpieza,29484.53,Servicios,2025-07-31
8544,Ministerio de Transporte,Impresión de materiales escolares,49725.23,Servicios,2025-07-27
8545,Gobierno Local,Recolección de residuos sólidos,51823.56,Servicios,2024-10-24
8546,Ministerio de Salud,Mantenimiento de carreteras nacionales,107788.58,Salud,2025-04-15
8547,Gobierno Local,Catering para evento institucional,52438.32,Seguridad,2025-02-10
8548,Gobierno Local,Instalación de cámaras de videovigilancia,85365.3,Infraestructura,2025-07-30
8549,Ministerio de Salud,Capacitación a personal administrativo,36947.68,Seguridad,2025-07-15
8550,SUNAT,Impresión de materiales escolares,40649.72,Infraestructura,2025-06-23
8551,Ministerio del Interior,Mejoramiento de sistemas de riego agrícola,10129.77,Seguridad,2024-09-04
8552,Ministerio de Salud,Impresión de materiales escolares,27730.16,Salud,2025-02-01
8553,Ministerio de Transporte,Consultoría para diseño de puente,65809.44,Salud,2025-06-11
8554,Ministerio del Interior,Instalación de cámaras de videovigilancia,50226.81,Seguridad,2025-04-09
8555,Ministerio de Salud,Compra de equipos médicos de diagnóstico,78288.16,Tecnología,2024-08-27
8556,Gobierno Local,Compra de luminarias LED para parques,55437.62,Tecnología,2024-12-22
8557,Ministerio de Agricultura,Desarrollo de software educativo,39426.39,Ambiental,2025-03-08
8558,EsSalud,Adquisición de uniformes policiales,114448.91,Servicios,2025-05-19
8559,EsSalud,Adquisición de uniformes policiales,47182.89,Seguridad,2025-08-03
8560,Gobierno Regional,Mantenimiento de carreteras nacionales,84890.03,Educación,2025-07-15
8561,Gobierno Local,Recolección de residuos sólidos,37963.72,Servicios,2025-01-12
8562,Ministerio de Educación,Contratación de servicios de limpieza,71287.98,Salud,2025-06-19
8563,Ministerio del Interior,Consultoría para diseño de puente,77840.47,Salud,2024-12-25
8564,Ministerio de Salud,Adquisición de medicamentos para hospitales,56254.76,Educación,2025-06-08
8565,Gobierno Local,Recolección de residuos sólidos,1000.0,Tecnología,2025-05-06
8566,Gobierno Regional,Recolección de residuos sólidos,50547.57,Educación,2024-08-26
8567,Gobierno Local,Recolección de residuos sólidos,86913.8,Infraestructura,2025-06-19
8568,Ministerio de Salud,Recolección de residuos sólidos,65824.42,Ambiental,2025-03-31
8569,Ministerio del Interior,Instalación de cámaras de videovigilancia,63375.17,Tecnología,2024-11-15
8570,Municipalidad,Desarrollo de software educativo,1000.0,Seguridad,2025-02-25
8571,Ministerio de Agricultura,Contratación de servicios de limpieza,28386.35,Ambiental,2024-08-19
8572,Ministerio del Interior,Consultoría para diseño de puente,62340.73,Ambiental,2025-05-16
8573,Ministerio de Salud,Impresión de materiales escolares,62311.5,Tecnología,2024-08-31
8574,Ministerio del Interior,Recolección de residuos sólidos,86440.0,Infraestructura,2025-06-24
8575,Ministerio de Salud,Capacitación a personal administrativo,45654.0,Tecnología,2024-11-30
8576,Municipalidad,Impresión de materiales escolares,62174.72,Ambiental,2024-09-03
8577,Ministerio de Educación,Consultoría para diseño de puente,50491.23,Tecnología,2024-10-26
8578,SUNAT,Impresión de materiales escolares,20391.72,Educación,2025-02-21
8579,Ministerio de Salud,Contratación de servicios de limpieza,1000.0,Ambiental,2024-09-10
8580,Municipalidad,Desarrollo de software educativo,62930.29,Servicios,2024-09-12
8581,EsSalud,Compra de equipos médicos de diagnóstico,55218.42,Tecnología,2025-05-12
8582,Ministerio de Agricultura,Desarrollo de software educativo,31454.75,Educación,2024-11-01
8583,Ministerio de Salud,Adquisición de uniformes policiales,1424.81,Infraestructura,2025-02-26
8584,EsSalud,Capacitación a personal administrativo,68892.19,Tecnología,2024-12-31
8585,Ministerio de Educación,Recolección de residuos sólidos,42022.4,Tecnología,2024-10-16
8586,Ministerio del Interior,Mejoramiento de sistemas de riego agrícola,66706.24,Ambiental,2024-10-18
8587,Gobierno Regional,Capacitación a personal administrativo,105921.46,Seguridad,2025-02-24
8588,Gobierno Regional,Desarrollo de software educativo,1000.0,Ambiental,2025-04-16
8589,Ministerio de Educación,Adquisición de equipos de cómputo,29011.98,Servicios,2024-11-08
8590,Ministerio de Salud,Mantenimiento de carreteras nacionales,43718.73,Ambiental,2025-03-13
8591,Ministerio de Educación,Contratación de servicios de limpieza,93644.79,Educación,2025-04-03
8592,Ministerio de Educación,Compra de equipos médicos de diagnóstico,1000.0,Salud,2024-10-12
8593,Ministerio de Salud,Adquisición de equipos de cómputo,108075.83,Seguridad,2025-03-08
8594,Ministerio del Interior,Catering para evento institucional,54075.68,Tecnología,2025-05-21
8595,Gobierno Regional,Mantenimiento de carreteras nacionales,47119.98,Infraestructura,2025-03-08
8596,Gobierno Regional,Recolección de residuos sólidos,44058.21,Infraestructura,2025-01-12
8597,SUNAT,Adquisición de uniformes policiales,36912.11,Ambiental,2025-05-20
8598,SUNAT,Recolección de residuos sólidos,81443.5,Ambiental,2024-09-13
8599,Gobierno Regional,Desarrollo de software educativo,17944.38,Servicios,2025-05-28
8600,Gobierno Local,Mantenimiento de carreteras nacionales,60362.43,Ambiental,2025-04-09
8601,Ministerio de Salud,Mantenimiento de carreteras nacionales,38474.55,Salud,2025-03-15
8602,Gobierno Regional,Recolección de residuos sólidos,27136.0,Seguridad,2024-12-21
8603,Ministerio de Transporte,Mantenimiento de carreteras nacionales,127579.26,Servicios,2025-04-22
8604,Ministerio de Agricultura,Capacitación a personal administrativo,62571.52,Servicios,2025-01-29
8605,Ministerio de Agricultura,Desarrollo de software educativo,68397.97,Educación,2025-05-03
8606,Ministerio del Interior,Adquisición de medicamentos para hospitales,84133.3,Salud,2025-04-19
8607,Ministerio de Agricultura,Adquisición de medicamentos para hospitales,7359.5,Salud,2025-01-16
8608,SUNAT,Contratación de servicios de limpieza,102568.76,Educación,2025-07-12
8609,Ministerio del Interior,Consultoría para diseño de puente,1000.0,Seguridad,2024-09-13
8610,SUNAT,Compra de luminarias LED para parques,26937.01,Infraestructura,2024-10-07
8611,EsSalud,Capacitación a personal administrativo,36229.05,Salud,2025-06-07
8612,Gobierno Regional,Contratación de servicios de limpieza,67451.7,Educación,2024-10-13
8613,Ministerio de Educación,Consultoría para diseño de puente,56561.55,Tecnología,2025-03-05
8614,Ministerio de Salud,Mejoramiento de sistemas de riego agrícola,44995.56,Tecnología,2025-01-06
8615,Municipalidad,Consultoría para diseño de puente,49640.08,Infraestructura,2025-02-16
8616,Ministerio del Interior,Desarrollo de software educativo,20659.31,Servicios,2024-12-13
8617,Gobierno Regional,Instalación de cámaras de videovigilancia,5083.03,Tecnología,2025-04-16
8618,Ministerio del Interior,Mantenimiento de carreteras nacionales,71795.35,Infraestructura,2024-10-04
8619,Ministerio de Transporte,Mejoramiento de sistemas de riego agrícola,70811.18,Infraestructura,2025-02-27
8620,Ministerio de Salud,Compra de equipos médicos de diagnóstico,97534.83,Educación,2025-03-24
8621,Municipalidad,Compra de equipos médicos de diagnóstico,26299.49,Seguridad,2025-01-23
8622,SUNAT,Impresión de materiales escolares,70784.46,Infraestructura,2025-08-01
8623,Ministerio del Interior,Impresión de materiales escolares,41488.8,Seguridad,2024-12-18
8624,Gobierno Local,Adquisición de equipos de cómputo,85714.25,Ambiental,2025-07-20
8625,Ministerio de Agricultura,Adquisición de medicamentos para hospitales,80658.88,Ambiental,2024-12-04
8626,Ministerio de Agricultura,Impresión de materiales escolares,56336.28,Tecnología,2025-03-05
8627,Gobierno Regional,Impresión de materiales escolares,39814.1,Servicios,2024-12-08
8628,Ministerio de Agricultura,Catering para evento institucional,78827.97,Servicios,2025-06-28
8629,Gobierno Regional,Mantenimiento de carreteras nacionales,69407.14,Seguridad,2024-12-26
8630,Ministerio de Agricultura,Adquisición de equipos de cómputo,29466.79,Tecnología,2025-01-11
8631,EsSalud,Compra de luminarias LED para parques,10166.04,Servicios,2025-05-27
8632,Municipalidad,Impresión de materiales escolares,41344.01,Tecnología,2025-04-06
8633,Municipalidad,Adquisición de medicamentos para hospitales,95462.41,Salud,2025-01-18
8634,Ministerio del Interior,Recolección de residuos sólidos,84394.61,Servicios,2025-06-20
8635,Ministerio de Educación,Recolección de residuos sólidos,16630.18,Seguridad,2025-05-12
8636,SUNAT,Impresión de materiales escolares,14967.28,Seguridad,2024-12-07
8637,Gobierno Regional,Capacitación a personal administrativo,88240.52,Infraestructura,2025-03-28
8638,Ministerio de Transporte,Mantenimiento de carreteras nacionales,15930.92,Infraestructura,2024-11-05
8639,EsSalud,Catering para evento institucional,65278.86,Seguridad,2025-03-10
8640,SUNAT,Recolección de residuos sólidos,31517.86,Tecnología,2025-03-03
8641,Ministerio de Agricultura,Contratación de servicios de limpieza,98511.35,Tecnología,2024-10-26
8642,SUNAT,Instalación de cámaras de videovigilancia,26887.26,Educación,2024-12-27
8643,Ministerio de Transporte,Consultoría para diseño de puente,84300.85,Ambiental,2025-05-28
8644,Ministerio del Interior,Desarrollo de software educativo,55545.76,Infraestructura,2025-03-05
8645,EsSalud,Instalación de cámaras de videovigilancia,57565.85,Servicios,2025-07-29
8646,Gobierno Regional,Consultoría para diseño de puente,1000.0,Infraestructura,2025-05-20
8647,Ministerio de Salud,Compra de equipos médicos de diagnóstico,1000.0,Tecnología,2024-11-10
8648,Ministerio de Agricultura,Compra de luminarias LED para parques,43383.02,Ambiental,2024-12-21
8649,Gobierno Regional,Capacitación a personal administrativo,57407.18,Salud,2025-01-26
8650,SUNAT,Impresión de materiales escolares,16244.07,Seguridad,2025-01-24
8651,Ministerio de Salud,Instalación de cámaras de videovigilancia,17339.2,Educación,2025-01-05
8652,Ministerio de Salud,Desarrollo de software educativo,66844.18,Tecnología,2024-08-04
8653,Ministerio de Transporte,Contratación de servicios de limpieza,66885.63,Tecnología,2025-05-13
8654,Ministerio del Interior,Compra de equipos médicos de diagnóstico,45867.77,Tecnología,2024-08-17
8655,Ministerio de Salud,Recolección de residuos sólidos,73406.05,Servicios,2024-11-22
8656,EsSalud,Adquisición de medicamentos para hospitales,14773.93,Ambiental,2025-03-23
8657,Gobierno Local,Desarrollo de software educativo,39321.95,Infraestructura,2024-08-10
8658,Ministerio de Educación,Adquisición de equipos de cómputo,99436.33,Educación,2025-02-21
8659,Ministerio de Agricultura,Capacitación a personal administrativo,52049.66,Infraestructura,2024-09-25
8660,Municipalidad,Contratación de servicios de limpieza,53789.38,Infraestructura,2025-07-15
8661,Ministerio de Educación,Capacitación a personal administrativo,119178.4,Infraestructura,2024-11-29
8662,Municipalidad,Adquisición de medicamentos para hospitales,8019.74,Salud,2024-08-06
8663,Ministerio de Transporte,Compra de luminarias LED para parques,73892.91,Salud,2024-11-28
8664,Ministerio del Interior,Consultoría para diseño de puente,99919.59,Ambiental,2024-10-29
8665,Ministerio de Agricultura,Recolección de residuos sólidos,40254.26,Educación,2024-10-26
8666,Ministerio de Transporte,Capacitación a personal administrativo,75788.92,Ambiental,2025-07-02
8667,Ministerio de Educación,Catering para evento institucional,20539.42,Servicios,2024-12-04
8668,Municipalidad,Recolección de residuos sólidos,29398.03,Seguridad,2024-08-12
8669,Ministerio de Educación,Recolección de residuos sólidos,61548.99,Servicios,2025-05-30
8670,Ministerio del Interior,Adquisición de medicamentos para hospitales,73957.0,Tecnología,2025-06-19
8671,Ministerio de Agricultura,Compra de equipos médicos de diagnóstico,83628.1,Tecnología,2025-04-28
8672,Ministerio de Agricultura,Mejoramiento de sistemas de riego agrícola,97088.86,Servicios,2025-06-19
8673,Ministerio de Transporte,Consultoría para diseño de puente,47976.6,Educación,2024-11-19
